6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
6.944444444444445308e-01,4.444444444444444198e-01,4.444444444444444198e-01,6.944444444444445308e-01,4.444444444444444198e-01,6.944444444444445308e-01,6.944444444444445308e-01
